v-sweep,i(Vout),v(V1),v(V2)
0.7608,-0.000000726699263,0.7608,0.9
0.7609,-0.000000726600147,0.7609,0.9
0.761,-0.000000726500836,0.761,0.9
0.7611,-0.000000726401277,0.7611,0.9
0.7612,-0.000000726301375,0.7612,0.9
0.7613,-0.000000726201339,0.7613,0.9
0.7614,-0.000000726100939,0.7614,0.9
0.7615,-0.000000726000405,0.7615,0.9
0.7616,-0.000000725899556,0.7616,0.9
0.7617,-0.000000725798527,0.7617,0.9
0.7618,-0.000000725697198,0.7618,0.9
0.7619,-0.000000725595543,0.7619,0.9
0.762,-0.000000725493649,0.762,0.9
0.7621,-0.000000725391514,0.7621,0.9
0.7622,-0.000000725289231,0.7622,0.9
0.7623,-0.000000725186574,0.7623,0.9
0.7624,-0.00000072508367,0.7624,0.9
0.7625,-0.000000724980586,0.7625,0.9
0.7626,-0.000000724877227,0.7626,0.9
0.7627,-0.000000724773528,0.7627,0.9
0.7628,-0.000000724669652,0.7628,0.9
0.7629,-0.000000724565428,0.7629,0.9
0.763,-0.000000724461088,0.763,0.9
0.7631,-0.000000724356351,0.7631,0.9
0.7632,-0.000000724251368,0.7632,0.9
0.7633,-0.000000724146181,0.7633,0.9
0.7634,-0.000000724040678,0.7634,0.9
0.7635,-0.000000723934948,0.7635,0.9
0.7636,-0.000000723828872,0.7636,0.9
0.7637,-0.000000723722628,0.7637,0.9
0.7638,-0.000000723616104,0.7638,0.9
0.7639,-0.000000723509327,0.7639,0.9
0.764,-0.000000723402307,0.764,0.9
0.7641,-0.000000723294869,0.7641,0.9
0.7642,-0.000000723187286,0.7642,0.9
0.7643,-0.000000723079395,0.7643,0.9
0.7644,-0.000000722971206,0.7644,0.9
0.7645,-0.000000722862813,0.7645,0.9
0.7646,-0.000000722754082,0.7646,0.9
0.7647,-0.000000722645167,0.7647,0.9
0.7648,-0.000000722535997,0.7648,0.9
0.7649,-0.000000722426485,0.7649,0.9
0.765,-0.000000722316621,0.765,0.9
0.7651,-0.000000722206657,0.7651,0.9
0.7652,-0.000000722096372,0.7652,0.9
0.7653,-0.000000721985657,0.7653,0.9
0.7654,-0.000000721874816,0.7654,0.9
0.7655,-0.000000721763692,0.7655,0.9
0.7656,-0.000000721652233,0.7656,0.9
0.7657,-0.000000721540474,0.7657,0.9
0.7658,-0.000000721428599,0.7658,0.9
0.7659,-0.000000721316287,0.7659,0.9
0.766,-0.000000721203785,0.766,0.9
0.7661,-0.000000721090997,0.7661,0.9
0.7662,-0.000000720977859,0.7662,0.9
0.7663,-0.000000720864572,0.7663,0.9
0.7664,-0.000000720750865,0.7664,0.9
0.7665,-0.000000720636915,0.7665,0.9
0.7666,-0.000000720522696,0.7666,0.9
0.7667,-0.000000720408213,0.7667,0.9
0.7668,-0.000000720293299,0.7668,0.9
0.7669,-0.000000720178372,0.7669,0.9
0.767,-0.00000072006292,0.767,0.9
0.7671,-0.000000719947238,0.7671,0.9
0.7672,-0.000000719831341,0.7672,0.9
0.7673,-0.000000719715118,0.7673,0.9
0.7674,-0.000000719598699,0.7674,0.9
0.7675,-0.000000719481847,0.7675,0.9
0.7676,-0.000000719364731,0.7676,0.9
0.7677,-0.000000719247389,0.7677,0.9
0.7678,-0.000000719129766,0.7678,0.9
0.7679,-0.000000719011712,0.7679,0.9
0.768,-0.000000718893531,0.768,0.9
0.7681,-0.000000718774945,0.7681,0.9
0.7682,-0.000000718656059,0.7682,0.9
0.7683,-0.000000718536922,0.7683,0.9
0.7684,-0.00000071841758,0.7684,0.9
0.7685,-0.000000718297787,0.7685,0.9
0.7686,-0.000000718177809,0.7686,0.9
0.7687,-0.000000718057528,0.7687,0.9
0.7688,-0.000000717936841,0.7688,0.9
0.7689,-0.000000717816039,0.7689,0.9
0.769,-0.000000717694839,0.769,0.9
0.7691,-0.000000717573357,0.7691,0.9
0.7692,-0.000000717451584,0.7692,0.9
0.7693,-0.000000717329488,0.7693,0.9
0.7694,-0.000000717207067,0.7694,0.9
0.7695,-0.000000717084356,0.7695,0.9
0.7696,-0.000000716961351,0.7696,0.9
0.7697,-0.00000071683796,0.7697,0.9
0.7698,-0.00000071671441,0.7698,0.9
0.7699,-0.000000716590487,0.7699,0.9
0.77,-0.000000716466237,0.77,0.9
0.7701,-0.00000071634177,0.7701,0.9
0.7702,-0.000000716216906,0.7702,0.9
0.7703,-0.000000716091835,0.7703,0.9
0.7704,-0.000000715966335,0.7704,0.9
0.7705,-0.000000715840669,0.7705,0.9
0.7706,-0.000000715714556,0.7706,0.9
0.7707,-0.000000715588117,0.7707,0.9
0.7708,-0.000000715461525,0.7708,0.9
0.7709,-0.00000071533449,0.7709,0.9
0.771,-0.000000715207161,0.771,0.9
0.7711,-0.000000715079484,0.7711,0.9
0.7712,-0.000000714951607,0.7712,0.9
0.7713,-0.000000714823358,0.7713,0.9
0.7714,-0.000000714694826,0.7714,0.9
0.7715,-0.00000071456598,0.7715,0.9
0.7716,-0.000000714436757,0.7716,0.9
0.7717,-0.000000714307271,0.7717,0.9
0.7718,-0.00000071417745,0.7718,0.9
0.7719,-0.000000714047337,0.7719,0.9
0.772,-0.000000713916805,0.772,0.9
0.7721,-0.00000071378604,0.7721,0.9
0.7722,-0.00000071365498,0.7722,0.9
0.7723,-0.000000713523567,0.7723,0.9
0.7724,-0.000000713391842,0.7724,0.9
0.7725,-0.000000713259798,0.7725,0.9
0.7726,-0.000000713127523,0.7726,0.9
0.7727,-0.000000712994717,0.7727,0.9
0.7728,-0.000000712861697,0.7728,0.9
0.7729,-0.000000712728335,0.7729,0.9
0.773,-0.000000712594643,0.773,0.9
0.7731,-0.000000712460642,0.7731,0.9
0.7732,-0.000000712326381,0.7732,0.9
0.7733,-0.00000071219171,0.7733,0.9
0.7734,-0.000000712056735,0.7734,0.9
0.7735,-0.000000711921425,0.7735,0.9
0.7736,-0.000000711785706,0.7736,0.9
0.7737,-0.000000711649797,0.7737,0.9
0.7738,-0.000000711513378,0.7738,0.9
0.7739,-0.000000711376924,0.7739,0.9
0.774,-0.000000711239885,0.774,0.9
0.7741,-0.000000711102565,0.7741,0.9
0.7742,-0.000000710964896,0.7742,0.9
0.7743,-0.000000710826979,0.7743,0.9
0.7744,-0.000000710688726,0.7744,0.9
0.7745,-0.000000710550141,0.7745,0.9
0.7746,-0.000000710411047,0.7746,0.9
0.7747,-0.000000710271669,0.7747,0.9
0.7748,-0.000000710132033,0.7748,0.9
0.7749,-0.000000709992122,0.7749,0.9
0.775,-0.000000709851786,0.775,0.9
0.7751,-0.00000070971104,0.7751,0.9
0.7752,-0.000000709570049,0.7752,0.9
0.7753,-0.000000709428713,0.7753,0.9
0.7754,-0.000000709286956,0.7754,0.9
0.7755,-0.000000709144915,0.7755,0.9
0.7756,-0.00000070900264,0.7756,0.9
0.7757,-0.000000708859851,0.7757,0.9
0.7758,-0.000000708716836,0.7758,0.9
0.7759,-0.000000708573387,0.7759,0.9
0.776,-0.00000070842967,0.776,0.9
0.7761,-0.000000708285555,0.7761,0.9
0.7762,-0.000000708141075,0.7762,0.9
0.7763,-0.00000070799625,0.7763,0.9
0.7764,-0.000000707851122,0.7764,0.9
0.7765,-0.000000707705563,0.7765,0.9
0.7766,-0.000000707559719,0.7766,0.9
0.7767,-0.00000070741358,0.7767,0.9
0.7768,-0.000000707266917,0.7768,0.9
0.7769,-0.000000707120051,0.7769,0.9
0.777,-0.000000706972784,0.777,0.9
0.7771,-0.000000706825126,0.7771,0.9
0.7772,-0.000000706677177,0.7772,0.9
0.7773,-0.000000706528926,0.7773,0.9
0.7774,-0.000000706380199,0.7774,0.9
0.7775,-0.000000706231079,0.7775,0.9
0.7776,-0.000000706081707,0.7776,0.9
0.7777,-0.000000705931907,0.7777,0.9
0.7778,-0.000000705781778,0.7778,0.9
0.7779,-0.000000705631274,0.7779,0.9
0.778,-0.000000705480454,0.778,0.9
0.7781,-0.000000705329263,0.7781,0.9
0.7782,-0.000000705177694,0.7782,0.9
0.7783,-0.000000705025764,0.7783,0.9
0.7784,-0.000000704873463,0.7784,0.9
0.7785,-0.00000070472073,0.7785,0.9
0.7786,-0.000000704567791,0.7786,0.9
0.7787,-0.000000704414298,0.7787,0.9
0.7788,-0.000000704260531,0.7788,0.9
0.7789,-0.000000704106403,0.7789,0.9
0.779,-0.000000703951917,0.779,0.9
0.7791,-0.000000703797031,0.7791,0.9
0.7792,-0.000000703641849,0.7792,0.9
0.7793,-0.000000703486183,0.7793,0.9
0.7794,-0.000000703330167,0.7794,0.9
0.7795,-0.000000703173818,0.7795,0.9
0.7796,-0.000000703017193,0.7796,0.9
0.7797,-0.000000702860028,0.7797,0.9
0.7798,-0.000000702702405,0.7798,0.9
0.7799,-0.000000702544691,0.7799,0.9
0.78,-0.000000702386435,0.78,0.9
0.7801,-0.000000702227776,0.7801,0.9
0.7802,-0.000000702068796,0.7802,0.9
0.7803,-0.000000701909364,0.7803,0.9
0.7804,-0.000000701749673,0.7804,0.9
0.7805,-0.000000701589546,0.7805,0.9
0.7806,-0.000000701428998,0.7806,0.9
0.7807,-0.000000701268116,0.7807,0.9
0.7808,-0.000000701106904,0.7808,0.9
0.7809,-0.000000700945133,0.7809,0.9
0.781,-0.000000700783149,0.781,0.9
0.7811,-0.000000700620669,0.7811,0.9
0.7812,-0.000000700457868,0.7812,0.9
0.7813,-0.000000700294651,0.7813,0.9
0.7814,-0.000000700131055,0.7814,0.9
0.7815,-0.000000699967007,0.7815,0.9
0.7816,-0.000000699802747,0.7816,0.9
0.7817,-0.000000699637933,0.7817,0.9
0.7818,-0.000000699472871,0.7818,0.9
0.7819,-0.000000699307252,0.7819,0.9
0.782,-0.000000699141305,0.782,0.9
0.7821,-0.000000698974997,0.7821,0.9
0.7822,-0.0000006988083,0.7822,0.9
0.7823,-0.000000698641198,0.7823,0.9
0.7824,-0.000000698473706,0.7824,0.9
0.7825,-0.000000698305806,0.7825,0.9
0.7826,-0.000000698137434,0.7826,0.9
0.7827,-0.000000697968686,0.7827,0.9
0.7828,-0.000000697799626,0.7828,0.9
0.7829,-0.000000697630121,0.7829,0.9
0.783,-0.000000697460262,0.783,0.9
0.7831,-0.000000697289982,0.7831,0.9
0.7832,-0.000000697119265,0.7832,0.9
0.7833,-0.000000696948202,0.7833,0.9
0.7834,-0.000000696776596,0.7834,0.9
0.7835,-0.000000696604692,0.7835,0.9
0.7836,-0.000000696432359,0.7836,0.9
0.7837,-0.000000696259756,0.7837,0.9
0.7838,-0.000000696086563,0.7838,0.9
0.7839,-0.000000695913014,0.7839,0.9
0.784,-0.000000695739107,0.784,0.9
0.7841,-0.000000695564633,0.7841,0.9
0.7842,-0.000000695389891,0.7842,0.9
0.7843,-0.000000695214759,0.7843,0.9
0.7844,-0.000000695039134,0.7844,0.9
0.7845,-0.000000694863155,0.7845,0.9
0.7846,-0.000000694686719,0.7846,0.9
0.7847,-0.000000694509898,0.7847,0.9
0.7848,-0.000000694332668,0.7848,0.9
0.7849,-0.000000694154961,0.7849,0.9
0.785,-0.000000693976874,0.785,0.9
0.7851,-0.000000693798412,0.7851,0.9
0.7852,-0.000000693619553,0.7852,0.9
0.7853,-0.000000693440196,0.7853,0.9
0.7854,-0.000000693260422,0.7854,0.9
0.7855,-0.000000693080329,0.7855,0.9
0.7856,-0.000000692899615,0.7856,0.9
0.7857,-0.000000692718636,0.7857,0.9
0.7858,-0.000000692537192,0.7858,0.9
0.7859,-0.000000692355407,0.7859,0.9
0.786,-0.000000692173078,0.786,0.9
0.7861,-0.000000691990431,0.7861,0.9
0.7862,-0.000000691807287,0.7862,0.9
0.7863,-0.000000691623693,0.7863,0.9
0.7864,-0.000000691439626,0.7864,0.9
0.7865,-0.00000069125527,0.7865,0.9
0.7866,-0.000000691070488,0.7866,0.9
0.7867,-0.000000690885084,0.7867,0.9
0.7868,-0.000000690699416,0.7868,0.9
0.7869,-0.000000690513204,0.7869,0.9
0.787,-0.000000690326727,0.787,0.9
0.7871,-0.000000690139723,0.7871,0.9
0.7872,-0.000000689952213,0.7872,0.9
0.7873,-0.000000689764349,0.7873,0.9
0.7874,-0.000000689576,0.7874,0.9
0.7875,-0.000000689387232,0.7875,0.9
0.7876,-0.000000689198068,0.7876,0.9
0.7877,-0.000000689008511,0.7877,0.9
0.7878,-0.000000688818302,0.7878,0.9
0.7879,-0.000000688627825,0.7879,0.9
0.788,-0.000000688436936,0.788,0.9
0.7881,-0.000000688245544,0.7881,0.9
0.7882,-0.000000688053719,0.7882,0.9
0.7883,-0.00000068786137,0.7883,0.9
0.7884,-0.000000687668738,0.7884,0.9
0.7885,-0.000000687475465,0.7885,0.9
0.7886,-0.000000687281892,0.7886,0.9
0.7887,-0.000000687087836,0.7887,0.9
0.7888,-0.000000686893298,0.7888,0.9
0.7889,-0.000000686698366,0.7889,0.9
0.789,-0.000000686502919,0.789,0.9
0.7891,-0.000000686307102,0.7891,0.9
0.7892,-0.000000686110743,0.7892,0.9
0.7893,-0.000000685914047,0.7893,0.9
0.7894,-0.000000685716781,0.7894,0.9
0.7895,-0.000000685519124,0.7895,0.9
0.7896,-0.000000685320991,0.7896,0.9
0.7897,-0.000000685122409,0.7897,0.9
0.7898,-0.000000684923251,0.7898,0.9
0.7899,-0.000000684723824,0.7899,0.9
0.79,-0.000000684523842,0.79,0.9
0.7901,-0.000000684323521,0.7901,0.9
0.7902,-0.000000684122615,0.7902,0.9
0.7903,-0.000000683921222,0.7903,0.9
0.7904,-0.000000683719493,0.7904,0.9
0.7905,-0.000000683517177,0.7905,0.9
0.7906,-0.000000683314354,0.7906,0.9
0.7907,-0.000000683111262,0.7907,0.9
0.7908,-0.000000682907574,0.7908,0.9
0.7909,-0.000000682703478,0.7909,0.9
0.791,-0.000000682498872,0.791,0.9
0.7911,-0.00000068229385,0.7911,0.9
0.7912,-0.000000682088169,0.7912,0.9
0.7913,-0.000000681882295,0.7913,0.9
0.7914,-0.000000681675868,0.7914,0.9
0.7915,-0.000000681468899,0.7915,0.9
0.7916,-0.000000681261515,0.7916,0.9
0.7917,-0.000000681053587,0.7917,0.9
0.7918,-0.000000680845263,0.7918,0.9
0.7919,-0.000000680636356,0.7919,0.9
0.792,-0.000000680427076,0.792,0.9
0.7921,-0.000000680217239,0.7921,0.9
0.7922,-0.000000680006982,0.7922,0.9
0.7923,-0.000000679796297,0.7923,0.9
0.7924,-0.000000679585014,0.7924,0.9
0.7925,-0.000000679373343,0.7925,0.9
0.7926,-0.000000679161086,0.7926,0.9
0.7927,-0.000000678948537,0.7927,0.9
0.7928,-0.000000678735375,0.7928,0.9
0.7929,-0.00000067852169,0.7929,0.9
0.793,-0.000000678307668,0.793,0.9
0.7931,-0.000000678092922,0.7931,0.9
0.7932,-0.000000677877908,0.7932,0.9
0.7933,-0.000000677662417,0.7933,0.9
0.7934,-0.000000677446231,0.7934,0.9
0.7935,-0.000000677229711,0.7935,0.9
0.7936,-0.000000677012675,0.7936,0.9
0.7937,-0.000000676795205,0.7937,0.9
0.7938,-0.000000676577153,0.7938,0.9
0.7939,-0.000000676358644,0.7939,0.9
0.794,-0.000000676139639,0.794,0.9
0.7941,-0.000000675920042,0.7941,0.9
0.7942,-0.000000675700088,0.7942,0.9
0.7943,-0.000000675479567,0.7943,0.9
0.7944,-0.000000675258633,0.7944,0.9
0.7945,-0.000000675037112,0.7945,0.9
0.7946,-0.000000674815039,0.7946,0.9
0.7947,-0.000000674592648,0.7947,0.9
0.7948,-0.000000674369565,0.7948,0.9
0.7949,-0.000000674146152,0.7949,0.9
0.795,-0.00000067392218,0.795,0.9
0.7951,-0.000000673697668,0.7951,0.9
0.7952,-0.00000067347268,0.7952,0.9
0.7953,-0.000000673247188,0.7953,0.9
0.7954,-0.000000673021171,0.7954,0.9
0.7955,-0.000000672794593,0.7955,0.9
0.7956,-0.000000672567603,0.7956,0.9
0.7957,-0.000000672340031,0.7957,0.9
0.7958,-0.000000672111987,0.7958,0.9
0.7959,-0.000000671883464,0.7959,0.9
0.796,-0.000000671654467,0.796,0.9
0.7961,-0.000000671424761,0.7961,0.9
0.7962,-0.000000671194684,0.7962,0.9
0.7963,-0.000000670964067,0.7963,0.9
0.7964,-0.000000670732883,0.7964,0.9
0.7965,-0.000000670501302,0.7965,0.9
0.7966,-0.000000670269099,0.7966,0.9
0.7967,-0.000000670036439,0.7967,0.9
0.7968,-0.000000669803354,0.7968,0.9
0.7969,-0.000000669569546,0.7969,0.9
0.797,-0.000000669335314,0.797,0.9
0.7971,-0.000000669100571,0.7971,0.9
0.7972,-0.00000066886534,0.7972,0.9
0.7973,-0.000000668629621,0.7973,0.9
0.7974,-0.000000668393211,0.7974,0.9
0.7975,-0.00000066815636,0.7975,0.9
0.7976,-0.000000667918998,0.7976,0.9
0.7977,-0.000000667681171,0.7977,0.9
0.7978,-0.000000667442709,0.7978,0.9
0.7979,-0.000000667203675,0.7979,0.9
0.798,-0.000000666964324,0.798,0.9
0.7981,-0.000000666724208,0.7981,0.9
0.7982,-0.000000666483695,0.7982,0.9
0.7983,-0.000000666242554,0.7983,0.9
0.7984,-0.000000666000906,0.7984,0.9
0.7985,-0.00000066575889,0.7985,0.9
0.7986,-0.000000665516218,0.7986,0.9
0.7987,-0.00000066527295,0.7987,0.9
0.7988,-0.000000665029185,0.7988,0.9
0.7989,-0.000000664784929,0.7989,0.9
0.799,-0.000000664540091,0.799,0.9
0.7991,-0.000000664294728,0.7991,0.9
0.7992,-0.000000664048786,0.7992,0.9
0.7993,-0.000000663802311,0.7993,0.9
0.7994,-0.000000663555383,0.7994,0.9
0.7995,-0.00000066330783,0.7995,0.9
0.7996,-0.000000663059694,0.7996,0.9
0.7997,-0.000000662811095,0.7997,0.9
0.7998,-0.000000662561963,0.7998,0.9
0.7999,-0.000000662312249,0.7999,0.9
0.8,-0.000000662061968,0.8,0.9
0.8001,-0.000000661811191,0.8001,0.9
0.8002,-0.000000661559785,0.8002,0.9
0.8003,-0.000000661307833,0.8003,0.9
0.8004,-0.000000661055465,0.8004,0.9
0.8005,-0.000000660802367,0.8005,0.9
0.8006,-0.000000660548883,0.8006,0.9
0.8007,-0.000000660294644,0.8007,0.9
0.8008,-0.00000066004,0.8008,0.9
0.8009,-0.000000659784794,0.8009,0.9
0.801,-0.000000659529027,0.801,0.9
0.8011,-0.000000659272709,0.8011,0.9
0.8012,-0.000000659015797,0.8012,0.9
0.8013,-0.000000658758248,0.8013,0.9
0.8014,-0.000000658500278,0.8014,0.9
0.8015,-0.000000658241678,0.8015,0.9
0.8016,-0.000000657982474,0.8016,0.9
0.8017,-0.000000657722802,0.8017,0.9
0.8018,-0.000000657462541,0.8018,0.9
0.8019,-0.000000657201763,0.8019,0.9
0.802,-0.000000656940268,0.802,0.9
0.8021,-0.000000656678223,0.8021,0.9
0.8022,-0.000000656415788,0.8022,0.9
0.8023,-0.000000656152704,0.8023,0.9
0.8024,-0.000000655888964,0.8024,0.9
0.8025,-0.000000655624689,0.8025,0.9
0.8026,-0.000000655359843,0.8026,0.9
0.8027,-0.000000655094501,0.8027,0.9
0.8028,-0.000000654828487,0.8028,0.9
0.8029,-0.000000654561989,0.8029,0.9
0.803,-0.000000654294833,0.803,0.9
0.8031,-0.000000654027113,0.8031,0.9
0.8032,-0.000000653758882,0.8032,0.9
0.8033,-0.000000653489984,0.8033,0.9
0.8034,-0.000000653220589,0.8034,0.9
0.8035,-0.000000652950568,0.8035,0.9
0.8036,-0.000000652680038,0.8036,0.9
0.8037,-0.000000652408836,0.8037,0.9
0.8038,-0.00000065213707,0.8038,0.9
0.8039,-0.000000651864699,0.8039,0.9
0.804,-0.00000065159178,0.804,0.9
0.8041,-0.000000651318304,0.8041,0.9
0.8042,-0.000000651044189,0.8042,0.9
0.8043,-0.00000065076944,0.8043,0.9
0.8044,-0.000000650494256,0.8044,0.9
0.8045,-0.000000650218343,0.8045,0.9
0.8046,-0.000000649941983,0.8046,0.9
0.8047,-0.000000649664914,0.8047,0.9
0.8048,-0.000000649387271,0.8048,0.9
0.8049,-0.000000649109007,0.8049,0.9
0.805,-0.000000648830245,0.805,0.9
0.8051,-0.00000064855079,0.8051,0.9
0.8052,-0.00000064827076,0.8052,0.9
0.8053,-0.000000647990255,0.8053,0.9
0.8054,-0.000000647708987,0.8054,0.9
0.8055,-0.000000647427161,0.8055,0.9
0.8056,-0.00000064714483,0.8056,0.9
0.8057,-0.00000064686181,0.8057,0.9
0.8058,-0.00000064657821,0.8058,0.9
0.8059,-0.000000646293866,0.8059,0.9
0.806,-0.000000646009191,0.806,0.9
0.8061,-0.000000645723787,0.8061,0.9
0.8062,-0.000000645437717,0.8062,0.9
0.8063,-0.000000645151108,0.8063,0.9
0.8064,-0.000000644863848,0.8064,0.9
0.8065,-0.000000644576096,0.8065,0.9
0.8066,-0.000000644287551,0.8066,0.9
0.8067,-0.000000643998616,0.8067,0.9
0.8068,-0.000000643708841,0.8068,0.9
0.8069,-0.000000643418621,0.8069,0.9
0.807,-0.000000643127734,0.807,0.9
0.8071,-0.000000642836277,0.8071,0.9
0.8072,-0.000000642544094,0.8072,0.9
0.8073,-0.000000642251342,0.8073,0.9
0.8074,-0.00000064195814,0.8074,0.9
0.8075,-0.0000006416641,0.8075,0.9
0.8076,-0.00000064136958,0.8076,0.9
0.8077,-0.000000641074353,0.8077,0.9
0.8078,-0.000000640778541,0.8078,0.9
0.8079,-0.000000640482105,0.8079,0.9
0.808,-0.000000640185069,0.808,0.9
0.8081,-0.000000639887293,0.8081,0.9
0.8082,-0.00000063958905,0.8082,0.9
0.8083,-0.000000639290102,0.8083,0.9
0.8084,-0.00000063899053,0.8084,0.9
0.8085,-0.000000638690405,0.8085,0.9
0.8086,-0.000000638389599,0.8086,0.9
0.8087,-0.00000063808811,0.8087,0.9
0.8088,-0.000000637786069,0.8088,0.9
0.8089,-0.00000063748333,0.8089,0.9
0.809,-0.000000637180056,0.809,0.9
0.8091,-0.000000636876141,0.8091,0.9
0.8092,-0.000000636571473,0.8092,0.9
0.8093,-0.000000636266318,0.8093,0.9
0.8094,-0.000000635960429,0.8094,0.9
0.8095,-0.000000635653995,0.8095,0.9
0.8096,-0.000000635346922,0.8096,0.9
0.8097,-0.000000635039116,0.8097,0.9
0.8098,-0.000000634730734,0.8098,0.9
0.8099,-0.000000634421763,0.8099,0.9
0.81,-0.00000063411203,0.81,0.9
0.8101,-0.000000633801696,0.8101,0.9
0.8102,-0.000000633490812,0.8102,0.9
0.8103,-0.000000633179077,0.8103,0.9
0.8104,-0.000000632866948,0.8104,0.9
0.8105,-0.000000632554034,0.8105,0.9
0.8106,-0.000000632240454,0.8106,0.9
0.8107,-0.000000631926369,0.8107,0.9
0.8108,-0.000000631611465,0.8108,0.9
0.8109,-0.000000631296038,0.8109,0.9
0.811,-0.000000630979892,0.811,0.9
0.8111,-0.000000630663134,0.8111,0.9
0.8112,-0.000000630345673,0.8112,0.9
0.8113,-0.000000630027618,0.8113,0.9
0.8114,-0.00000062970895,0.8114,0.9
0.8115,-0.000000629389511,0.8115,0.9
0.8116,-0.000000629069469,0.8116,0.9
0.8117,-0.00000062874876,0.8117,0.9
0.8118,-0.000000628427475,0.8118,0.9
0.8119,-0.000000628105546,0.8119,0.9
0.812,-0.000000627782821,0.812,0.9
0.8121,-0.000000627459503,0.8121,0.9
0.8122,-0.000000627135517,0.8122,0.9
0.8123,-0.000000626810895,0.8123,0.9
0.8124,-0.00000062648561,0.8124,0.9
0.8125,-0.000000626159643,0.8125,0.9
0.8126,-0.000000625833083,0.8126,0.9
0.8127,-0.000000625505688,0.8127,0.9
0.8128,-0.000000625177853,0.8128,0.9
0.8129,-0.000000624849264,0.8129,0.9
0.813,-0.000000624519895,0.813,0.9
0.8131,-0.000000624190012,0.8131,0.9
0.8132,-0.000000623859327,0.8132,0.9
0.8133,-0.000000623528086,0.8133,0.9
0.8134,-0.000000623196128,0.8134,0.9
0.8135,-0.000000622863519,0.8135,0.9
0.8136,-0.000000622530241,0.8136,0.9
0.8137,-0.000000622196211,0.8137,0.9
0.8138,-0.000000621861554,0.8138,0.9
0.8139,-0.000000621526208,0.8139,0.9
0.814,-0.000000621190351,0.814,0.9
0.8141,-0.000000620853555,0.8141,0.9
0.8142,-0.000000620516319,0.8142,0.9
0.8143,-0.000000620178341,0.8143,0.9
0.8144,-0.00000061983957,0.8144,0.9
0.8145,-0.000000619500174,0.8145,0.9
0.8146,-0.000000619160083,0.8146,0.9
0.8147,-0.000000618819262,0.8147,0.9
0.8148,-0.000000618477861,0.8148,0.9
0.8149,-0.000000618135845,0.8149,0.9
0.815,-0.000000617792995,0.815,0.9
0.8151,-0.000000617449508,0.8151,0.9
0.8152,-0.000000617105298,0.8152,0.9
0.8153,-0.000000616760602,0.8153,0.9
0.8154,-0.000000616414983,0.8154,0.9
0.8155,-0.00000061606878,0.8155,0.9
0.8156,-0.000000615721824,0.8156,0.9
0.8157,-0.000000615374192,0.8157,0.9
0.8158,-0.00000061502589,0.8158,0.9
0.8159,-0.000000614676912,0.8159,0.9
0.816,-0.000000614327256,0.816,0.9
0.8161,-0.000000613976802,0.8161,0.9
0.8162,-0.000000613625772,0.8162,0.9
0.8163,-0.000000613273945,0.8163,0.9
0.8164,-0.000000612921596,0.8164,0.9
0.8165,-0.000000612568334,0.8165,0.9
0.8166,-0.0000006122145,0.8166,0.9
0.8167,-0.000000611859948,0.8167,0.9
0.8168,-0.000000611504639,0.8168,0.9
0.8169,-0.000000611148741,0.8169,0.9
0.817,-0.000000610792043,0.817,0.9
0.8171,-0.000000610434723,0.8171,0.9
0.8172,-0.000000610076578,0.8172,0.9
0.8173,-0.000000609717878,0.8173,0.9
0.8174,-0.000000609358329,0.8174,0.9
0.8175,-0.000000608998201,0.8175,0.9
0.8176,-0.00000060863734,0.8176,0.9
0.8177,-0.000000608275709,0.8177,0.9
0.8178,-0.000000607913432,0.8178,0.9
0.8179,-0.000000607550367,0.8179,0.9
0.818,-0.000000607186724,0.818,0.9
0.8181,-0.000000606822264,0.8181,0.9
0.8182,-0.000000606457146,0.8182,0.9
0.8183,-0.000000606091309,0.8183,0.9
0.8184,-0.000000605724715,0.8184,0.9
0.8185,-0.00000060535735,0.8185,0.9
0.8186,-0.00000060498934,0.8186,0.9
0.8187,-0.000000604620721,0.8187,0.9
0.8188,-0.000000604251225,0.8188,0.9
0.8189,-0.000000603881107,0.8189,0.9
0.819,-0.000000603510182,0.819,0.9
0.8191,-0.000000603138677,0.8191,0.9
0.8192,-0.000000602766336,0.8192,0.9
0.8193,-0.000000602393397,0.8193,0.9
0.8194,-0.000000602019577,0.8194,0.9
0.8195,-0.000000601645077,0.8195,0.9
0.8196,-0.000000601269862,0.8196,0.9
0.8197,-0.000000600893989,0.8197,0.9
0.8198,-0.000000600517343,0.8198,0.9
0.8199,-0.000000600139968,0.8199,0.9
0.82,-0.000000599761874,0.82,0.9
0.8201,-0.000000599383,0.8201,0.9
0.8202,-0.000000599003537,0.8202,0.9
0.8203,-0.000000598623213,0.8203,0.9
0.8204,-0.000000598242259,0.8204,0.9
0.8205,-0.000000597860508,0.8205,0.9
0.8206,-0.000000597477991,0.8206,0.9
0.8207,-0.000000597094834,0.8207,0.9
0.8208,-0.000000596710903,0.8208,0.9
0.8209,-0.00000059632616,0.8209,0.9
0.821,-0.000000595940802,0.821,0.9
0.8211,-0.000000595554646,0.8211,0.9
0.8212,-0.000000595167725,0.8212,0.9
0.8213,-0.000000594780204,0.8213,0.9
0.8214,-0.000000594391894,0.8214,0.9
0.8215,-0.000000594002739,0.8215,0.9
0.8216,-0.000000593612818,0.8216,0.9
0.8217,-0.00000059322231,0.8217,0.9
0.8218,-0.000000592830997,0.8218,0.9
0.8219,-0.000000592438987,0.8219,0.9
0.822,-0.00000059204617,0.822,0.9
