v-sweep,i(Vout),v(V1),v(V2)
0.8221,-0.000000591652684,0.8221,0.9
0.8222,-0.000000591258365,0.8222,0.9
0.8223,-0.000000590863371,0.8223,0.9
0.8224,-0.000000590467561,0.8224,0.9
0.8225,-0.000000590071046,0.8225,0.9
0.8226,-0.00000058967384,0.8226,0.9
0.8227,-0.000000589275786,0.8227,0.9
0.8228,-0.000000588877116,0.8228,0.9
0.8229,-0.000000588477583,0.8229,0.9
0.823,-0.000000588077267,0.823,0.9
0.8231,-0.000000587676251,0.8231,0.9
0.8232,-0.000000587274538,0.8232,0.9
0.8233,-0.000000586872046,0.8233,0.9
0.8234,-0.000000586468746,0.8234,0.9
0.8235,-0.000000586064765,0.8235,0.9
0.8236,-0.00000058565997,0.8236,0.9
0.8237,-0.000000585254373,0.8237,0.9
0.8238,-0.000000584848166,0.8238,0.9
0.8239,-0.000000584441118,0.8239,0.9
0.824,-0.000000584033289,0.824,0.9
0.8241,-0.000000583624731,0.8241,0.9
0.8242,-0.000000583215471,0.8242,0.9
0.8243,-0.000000582805441,0.8243,0.9
0.8244,-0.000000582394538,0.8244,0.9
0.8245,-0.000000581982906,0.8245,0.9
0.8246,-0.000000581570514,0.8246,0.9
0.8247,-0.000000581157499,0.8247,0.9
0.8248,-0.000000580743624,0.8248,0.9
0.8249,-0.000000580328978,0.8249,0.9
0.825,-0.000000579913538,0.825,0.9
0.8251,-0.000000579497296,0.8251,0.9
0.8252,-0.00000057908027,0.8252,0.9
0.8253,-0.000000578662767,0.8253,0.9
0.8254,-0.000000578244167,0.8254,0.9
0.8255,-0.000000577824915,0.8255,0.9
0.8256,-0.000000577404892,0.8256,0.9
0.8257,-0.000000576984139,0.8257,0.9
0.8258,-0.000000576562593,0.8258,0.9
0.8259,-0.000000576140225,0.8259,0.9
0.826,-0.00000057571712,0.826,0.9
0.8261,-0.000000575293296,0.8261,0.9
0.8262,-0.000000574868629,0.8262,0.9
0.8263,-0.000000574443321,0.8263,0.9
0.8264,-0.000000574017079,0.8264,0.9
0.8265,-0.000000573590095,0.8265,0.9
0.8266,-0.000000573162374,0.8266,0.9
0.8267,-0.000000572733798,0.8267,0.9
0.8268,-0.000000572304554,0.8268,0.9
0.8269,-0.000000571874406,0.8269,0.9
0.827,-0.00000057144355,0.827,0.9
0.8271,-0.00000057101189,0.8271,0.9
0.8272,-0.000000570579523,0.8272,0.9
0.8273,-0.000000570146355,0.8273,0.9
0.8274,-0.000000569712341,0.8274,0.9
0.8275,-0.000000569277622,0.8275,0.9
0.8276,-0.00000056884206,0.8276,0.9
0.8277,-0.000000568405753,0.8277,0.9
0.8278,-0.000000567968591,0.8278,0.9
0.8279,-0.00000056753075,0.8279,0.9
0.828,-0.00000056709198,0.828,0.9
0.8281,-0.000000566652588,0.8281,0.9
0.8282,-0.000000566212274,0.8282,0.9
0.8283,-0.000000565771273,0.8283,0.9
0.8284,-0.000000565329481,0.8284,0.9
0.8285,-0.000000564886818,0.8285,0.9
0.8286,-0.000000564443372,0.8286,0.9
0.8287,-0.000000563999162,0.8287,0.9
0.8288,-0.000000563554194,0.8288,0.9
0.8289,-0.000000563108443,0.8289,0.9
0.829,-0.000000562661892,0.829,0.9
0.8291,-0.000000562214531,0.8291,0.9
0.8292,-0.000000561766413,0.8292,0.9
0.8293,-0.000000561317425,0.8293,0.9
0.8294,-0.000000560867777,0.8294,0.9
0.8295,-0.000000560417199,0.8295,0.9
0.8296,-0.000000559965898,0.8296,0.9
0.8297,-0.00000055951371,0.8297,0.9
0.8298,-0.000000559060778,0.8298,0.9
0.8299,-0.000000558607109,0.8299,0.9
0.83,-0.000000558152534,0.83,0.9
0.8301,-0.000000557697247,0.8301,0.9
0.8302,-0.000000557241108,0.8302,0.9
0.8303,-0.000000556784208,0.8303,0.9
0.8304,-0.00000055632646,0.8304,0.9
0.8305,-0.000000555867928,0.8305,0.9
0.8306,-0.000000555408642,0.8306,0.9
0.8307,-0.000000554948548,0.8307,0.9
0.8308,-0.000000554487656,0.8308,0.9
0.8309,-0.000000554025826,0.8309,0.9
0.831,-0.000000553563375,0.831,0.9
0.8311,-0.000000553100012,0.8311,0.9
0.8312,-0.000000552635909,0.8312,0.9
0.8313,-0.000000552170958,0.8313,0.9
0.8314,-0.000000551705234,0.8314,0.9
0.8315,-0.000000551238621,0.8315,0.9
0.8316,-0.000000550771359,0.8316,0.9
0.8317,-0.00000055030311,0.8317,0.9
0.8318,-0.000000549834187,0.8318,0.9
0.8319,-0.000000549364337,0.8319,0.9
0.832,-0.000000548893773,0.832,0.9
0.8321,-0.000000548422364,0.8321,0.9
0.8322,-0.000000547950158,0.8322,0.9
0.8323,-0.000000547477034,0.8323,0.9
0.8324,-0.000000547003333,0.8324,0.9
0.8325,-0.000000546528556,0.8325,0.9
0.8326,-0.00000054605313,0.8326,0.9
0.8327,-0.000000545576864,0.8327,0.9
0.8328,-0.000000545099761,0.8328,0.9
0.8329,-0.000000544621898,0.8329,0.9
0.833,-0.000000544143155,0.833,0.9
0.8331,-0.000000543663715,0.8331,0.9
0.8332,-0.000000543183361,0.8332,0.9
0.8333,-0.000000542702171,0.8333,0.9
0.8334,-0.000000542220224,0.8334,0.9
0.8335,-0.000000541737377,0.8335,0.9
0.8336,-0.000000541253781,0.8336,0.9
0.8337,-0.000000540769435,0.8337,0.9
0.8338,-0.000000540284155,0.8338,0.9
0.8339,-0.000000539798066,0.8339,0.9
0.834,-0.000000539311173,0.834,0.9
0.8341,-0.000000538823496,0.8341,0.9
0.8342,-0.000000538334969,0.8342,0.9
0.8343,-0.000000537845638,0.8343,0.9
0.8344,-0.00000053735549,0.8344,0.9
0.8345,-0.000000536864512,0.8345,0.9
0.8346,-0.000000536372708,0.8346,0.9
0.8347,-0.000000535880051,0.8347,0.9
0.8348,-0.000000535386627,0.8348,0.9
0.8349,-0.00000053489239,0.8349,0.9
0.835,-0.00000053439723,0.835,0.9
0.8351,-0.000000533901215,0.8351,0.9
0.8352,-0.000000533404501,0.8352,0.9
0.8353,-0.000000532906917,0.8353,0.9
0.8354,-0.000000532408555,0.8354,0.9
0.8355,-0.000000531909341,0.8355,0.9
0.8356,-0.000000531409265,0.8356,0.9
0.8357,-0.000000530908419,0.8357,0.9
0.8358,-0.000000530406657,0.8358,0.9
0.8359,-0.000000529904201,0.8359,0.9
0.836,-0.00000052940079,0.836,0.9
0.8361,-0.000000528896681,0.8361,0.9
0.8362,-0.00000052839162,0.8362,0.9
0.8363,-0.000000527885694,0.8363,0.9
0.8364,-0.000000527379063,0.8364,0.9
0.8365,-0.000000526871601,0.8365,0.9
0.8366,-0.000000526363344,0.8366,0.9
0.8367,-0.00000052585408,0.8367,0.9
0.8368,-0.00000052534415,0.8368,0.9
0.8369,-0.000000524833361,0.8369,0.9
0.837,-0.00000052432161,0.837,0.9
0.8371,-0.000000523809099,0.8371,0.9
0.8372,-0.000000523295814,0.8372,0.9
0.8373,-0.000000522781662,0.8373,0.9
0.8374,-0.00000052226658,0.8374,0.9
0.8375,-0.000000521750799,0.8375,0.9
0.8376,-0.000000521234208,0.8376,0.9
0.8377,-0.000000520716791,0.8377,0.9
0.8378,-0.000000520198382,0.8378,0.9
0.8379,-0.000000519679258,0.8379,0.9
0.838,-0.00000051915929,0.838,0.9
0.8381,-0.00000051863838,0.8381,0.9
0.8382,-0.000000518116847,0.8382,0.9
0.8383,-0.000000517594295,0.8383,0.9
0.8384,-0.000000517070946,0.8384,0.9
0.8385,-0.000000516546798,0.8385,0.9
0.8386,-0.000000516021734,0.8386,0.9
0.8387,-0.000000515495922,0.8387,0.9
0.8388,-0.000000514969249,0.8388,0.9
0.8389,-0.000000514441716,0.8389,0.9
0.839,-0.000000513913395,0.839,0.9
0.8391,-0.000000513384105,0.8391,0.9
0.8392,-0.000000512854069,0.8392,0.9
0.8393,-0.000000512323178,0.8393,0.9
0.8394,-0.000000511791548,0.8394,0.9
0.8395,-0.000000511259021,0.8395,0.9
0.8396,-0.000000510725664,0.8396,0.9
0.8397,-0.000000510191427,0.8397,0.9
0.8398,-0.000000509656276,0.8398,0.9
0.8399,-0.000000509120389,0.8399,0.9
0.84,-0.00000050858362,0.84,0.9
0.8401,-0.000000508045943,0.8401,0.9
0.8402,-0.00000050750756,0.8402,0.9
0.8403,-0.000000506968348,0.8403,0.9
0.8404,-0.000000506428247,0.8404,0.9
0.8405,-0.000000505887272,0.8405,0.9
0.8406,-0.000000505345456,0.8406,0.9
0.8407,-0.000000504802843,0.8407,0.9
0.8408,-0.00000050425936,0.8408,0.9
0.8409,-0.000000503714965,0.8409,0.9
0.841,-0.000000503169844,0.841,0.9
0.8411,-0.000000502623836,0.8411,0.9
0.8412,-0.000000502076977,0.8412,0.9
0.8413,-0.000000501529266,0.8413,0.9
0.8414,-0.000000500980631,0.8414,0.9
0.8415,-0.000000500431289,0.8415,0.9
0.8416,-0.000000499881072,0.8416,0.9
0.8417,-0.000000499330003,0.8417,0.9
0.8418,-0.000000498778086,0.8418,0.9
0.8419,-0.000000498225381,0.8419,0.9
0.842,-0.00000049767166,0.842,0.9
0.8421,-0.000000497117226,0.8421,0.9
0.8422,-0.000000496562008,0.8422,0.9
0.8423,-0.000000496005855,0.8423,0.9
0.8424,-0.000000495448855,0.8424,0.9
0.8425,-0.000000494891001,0.8425,0.9
0.8426,-0.00000049433225,0.8426,0.9
0.8427,-0.000000493772784,0.8427,0.9
0.8428,-0.000000493212363,0.8428,0.9
0.8429,-0.0000004926512,0.8429,0.9
0.843,-0.000000492089145,0.843,0.9
0.8431,-0.000000491526244,0.8431,0.9
0.8432,-0.000000490962366,0.8432,0.9
0.8433,-0.000000490397884,0.8433,0.9
0.8434,-0.000000489832424,0.8434,0.9
0.8435,-0.000000489266192,0.8435,0.9
0.8436,-0.000000488699021,0.8436,0.9
0.8437,-0.000000488131001,0.8437,0.9
0.8438,-0.000000487562225,0.8438,0.9
0.8439,-0.000000486992469,0.8439,0.9
0.844,-0.000000486421966,0.844,0.9
0.8441,-0.00000048585062,0.8441,0.9
0.8442,-0.000000485278438,0.8442,0.9
0.8443,-0.000000484705319,0.8443,0.9
0.8444,-0.000000484131434,0.8444,0.9
0.8445,-0.000000483556608,0.8445,0.9
0.8446,-0.000000482980967,0.8446,0.9
0.8447,-0.0000004824046,0.8447,0.9
0.8448,-0.000000481827254,0.8448,0.9
0.8449,-0.000000481249186,0.8449,0.9
0.845,-0.000000480670193,0.845,0.9
0.8451,-0.00000048009036,0.8451,0.9
0.8452,-0.000000479509547,0.8452,0.9
0.8453,-0.000000478928101,0.8453,0.9
0.8454,-0.000000478345711,0.8454,0.9
0.8455,-0.000000477762484,0.8455,0.9
0.8456,-0.000000477178331,0.8456,0.9
0.8457,-0.00000047659343,0.8457,0.9
0.8458,-0.000000476007596,0.8458,0.9
0.8459,-0.000000475421075,0.8459,0.9
0.846,-0.000000474833561,0.846,0.9
0.8461,-0.000000474245311,0.8461,0.9
0.8462,-0.000000473656076,0.8462,0.9
0.8463,-0.000000473066082,0.8463,0.9
0.8464,-0.000000472475318,0.8464,0.9
0.8465,-0.000000471883547,0.8465,0.9
0.8466,-0.000000471291077,0.8466,0.9
0.8467,-0.000000470697675,0.8467,0.9
0.8468,-0.00000047010337,0.8468,0.9
0.8469,-0.000000469508299,0.8469,0.9
0.847,-0.000000468912344,0.847,0.9
0.8471,-0.000000468315543,0.8471,0.9
0.8472,-0.000000467717959,0.8472,0.9
0.8473,-0.000000467119465,0.8473,0.9
0.8474,-0.000000466520195,0.8474,0.9
0.8475,-0.000000465920035,0.8475,0.9
0.8476,-0.000000465319044,0.8476,0.9
0.8477,-0.000000464717143,0.8477,0.9
0.8478,-0.000000464114414,0.8478,0.9
0.8479,-0.000000463510952,0.8479,0.9
0.848,-0.000000462906511,0.848,0.9
0.8481,-0.000000462301298,0.8481,0.9
0.8482,-0.000000461695304,0.8482,0.9
0.8483,-0.000000461088323,0.8483,0.9
0.8484,-0.000000460480534,0.8484,0.9
0.8485,-0.000000459871991,0.8485,0.9
0.8486,-0.000000459262473,0.8486,0.9
0.8487,-0.000000458652167,0.8487,0.9
0.8488,-0.00000045804104,0.8488,0.9
0.8489,-0.000000457429085,0.8489,0.9
0.849,-0.000000456816208,0.849,0.9
0.8491,-0.000000456202569,0.8491,0.9
0.8492,-0.000000455588053,0.8492,0.9
0.8493,-0.000000454972607,0.8493,0.9
0.8494,-0.000000454356403,0.8494,0.9
0.8495,-0.00000045373945,0.8495,0.9
0.8496,-0.000000453121473,0.8496,0.9
0.8497,-0.000000452502823,0.8497,0.9
0.8498,-0.000000451883214,0.8498,0.9
0.8499,-0.000000451262865,0.8499,0.9
0.85,-0.000000450641501,0.85,0.9
0.8501,-0.000000450019449,0.8501,0.9
0.8502,-0.000000449396531,0.8502,0.9
0.8503,-0.000000448772782,0.8503,0.9
0.8504,-0.000000448148077,0.8504,0.9
0.8505,-0.000000447522648,0.8505,0.9
0.8506,-0.00000044689633,0.8506,0.9
0.8507,-0.000000446269199,0.8507,0.9
0.8508,-0.000000445641321,0.8508,0.9
0.8509,-0.000000445012441,0.8509,0.9
0.851,-0.000000444382781,0.851,0.9
0.8511,-0.000000443752365,0.8511,0.9
0.8512,-0.000000443120925,0.8512,0.9
0.8513,-0.000000442488743,0.8513,0.9
0.8514,-0.000000441855832,0.8514,0.9
0.8515,-0.000000441221989,0.8515,0.9
0.8516,-0.000000440587186,0.8516,0.9
0.8517,-0.000000439951663,0.8517,0.9
0.8518,-0.000000439315416,0.8518,0.9
0.8519,-0.000000438678244,0.8519,0.9
0.852,-0.000000438040175,0.852,0.9
0.8521,-0.00000043740132,0.8521,0.9
0.8522,-0.000000436761633,0.8522,0.9
0.8523,-0.000000436121109,0.8523,0.9
0.8524,-0.000000435479826,0.8524,0.9
0.8525,-0.000000434837634,0.8525,0.9
0.8526,-0.000000434194519,0.8526,0.9
0.8527,-0.000000433550644,0.8527,0.9
0.8528,-0.000000432905987,0.8528,0.9
0.8529,-0.000000432260437,0.8529,0.9
0.853,-0.000000431614177,0.853,0.9
0.8531,-0.000000430966965,0.8531,0.9
0.8532,-0.000000430318977,0.8532,0.9
0.8533,-0.000000429670093,0.8533,0.9
0.8534,-0.000000429020453,0.8534,0.9
0.8535,-0.000000428369942,0.8535,0.9
0.8536,-0.000000427718581,0.8536,0.9
0.8537,-0.000000427066471,0.8537,0.9
0.8538,-0.000000426413404,0.8538,0.9
0.8539,-0.000000425759659,0.8539,0.9
0.854,-0.000000425104968,0.854,0.9
0.8541,-0.000000424449535,0.8541,0.9
0.8542,-0.000000423793175,0.8542,0.9
0.8543,-0.000000423136068,0.8543,0.9
0.8544,-0.000000422478079,0.8544,0.9
0.8545,-0.000000421819369,0.8545,0.9
0.8546,-0.000000421159775,0.8546,0.9
0.8547,-0.000000420499351,0.8547,0.9
0.8548,-0.000000419838063,0.8548,0.9
0.8549,-0.000000419176063,0.8549,0.9
0.855,-0.0000004185131,0.855,0.9
0.8551,-0.000000417849392,0.8551,0.9
0.8552,-0.000000417184868,0.8552,0.9
0.8553,-0.000000416519596,0.8553,0.9
0.8554,-0.000000415853345,0.8554,0.9
0.8555,-0.000000415186442,0.8555,0.9
0.8556,-0.000000414518547,0.8556,0.9
0.8557,-0.000000413849992,0.8557,0.9
0.8558,-0.000000413180549,0.8558,0.9
0.8559,-0.000000412510312,0.8559,0.9
0.856,-0.000000411839249,0.856,0.9
0.8561,-0.000000411167354,0.8561,0.9
0.8562,-0.000000410494607,0.8562,0.9
0.8563,-0.000000409821105,0.8563,0.9
0.8564,-0.000000409146732,0.8564,0.9
0.8565,-0.000000408471653,0.8565,0.9
0.8566,-0.000000407795655,0.8566,0.9
0.8567,-0.000000407118893,0.8567,0.9
0.8568,-0.000000406441236,0.8568,0.9
0.8569,-0.000000405762979,0.8569,0.9
0.857,-0.000000405083664,0.857,0.9
0.8571,-0.000000404403695,0.8571,0.9
0.8572,-0.000000403722835,0.8572,0.9
0.8573,-0.000000403041199,0.8573,0.9
0.8574,-0.000000402358761,0.8574,0.9
0.8575,-0.000000401675544,0.8575,0.9
0.8576,-0.000000400991553,0.8576,0.9
0.8577,-0.0000004003066,0.8577,0.9
0.8578,-0.000000399620992,0.8578,0.9
0.8579,-0.000000398934548,0.8579,0.9
0.858,-0.000000398247277,0.858,0.9
0.8581,-0.000000397559196,0.8581,0.9
0.8582,-0.0000003968703,0.8582,0.9
0.8583,-0.000000396180621,0.8583,0.9
0.8584,-0.000000395490247,0.8584,0.9
0.8585,-0.000000394798906,0.8585,0.9
0.8586,-0.000000394106777,0.8586,0.9
0.8587,-0.000000393413963,0.8587,0.9
0.8588,-0.000000392720263,0.8588,0.9
0.8589,-0.00000039202579,0.8589,0.9
0.859,-0.000000391330596,0.859,0.9
0.8591,-0.000000390634458,0.8591,0.9
0.8592,-0.000000389937604,0.8592,0.9
0.8593,-0.00000038924002,0.8593,0.9
0.8594,-0.000000388541551,0.8594,0.9
0.8595,-0.000000387842318,0.8595,0.9
0.8596,-0.000000387142325,0.8596,0.9
0.8597,-0.000000386441494,0.8597,0.9
0.8598,-0.000000385739888,0.8598,0.9
0.8599,-0.000000385037572,0.8599,0.9
0.86,-0.000000384334303,0.86,0.9
0.8601,-0.000000383630384,0.8601,0.9
0.8602,-0.000000382925554,0.8602,0.9
0.8603,-0.000000382220106,0.8603,0.9
0.8604,-0.000000381513722,0.8604,0.9
0.8605,-0.00000038080667,0.8605,0.9
0.8606,-0.000000380098777,0.8606,0.9
0.8607,-0.000000379390046,0.8607,0.9
0.8608,-0.00000037868063,0.8608,0.9
0.8609,-0.000000377970384,0.8609,0.9
0.861,-0.000000377259356,0.861,0.9
0.8611,-0.000000376547659,0.8611,0.9
0.8612,-0.000000375835056,0.8612,0.9
0.8613,-0.000000375121633,0.8613,0.9
0.8614,-0.000000374407508,0.8614,0.9
0.8615,-0.000000373692686,0.8615,0.9
0.8616,-0.000000372976922,0.8616,0.9
0.8617,-0.000000372260603,0.8617,0.9
0.8618,-0.000000371543356,0.8618,0.9
0.8619,-0.000000370825333,0.8619,0.9
0.862,-0.000000370106619,0.862,0.9
0.8621,-0.00000036938714,0.8621,0.9
0.8622,-0.000000368666747,0.8622,0.9
0.8623,-0.000000367945733,0.8623,0.9
0.8624,-0.000000367223903,0.8624,0.9
0.8625,-0.000000366501302,0.8625,0.9
0.8626,-0.000000365778005,0.8626,0.9
0.8627,-0.0000003650539,0.8627,0.9
0.8628,-0.000000364328946,0.8628,0.9
0.8629,-0.000000363603327,0.8629,0.9
0.863,-0.000000362876964,0.863,0.9
0.8631,-0.00000036214978,0.8631,0.9
0.8632,-0.000000361421817,0.8632,0.9
0.8633,-0.000000360693123,0.8633,0.9
0.8634,-0.000000359963757,0.8634,0.9
0.8635,-0.000000359233546,0.8635,0.9
0.8636,-0.000000358502595,0.8636,0.9
0.8637,-0.000000357770922,0.8637,0.9
0.8638,-0.00000035703845,0.8638,0.9
0.8639,-0.0000003563053,0.8639,0.9
0.864,-0.000000355571304,0.864,0.9
0.8641,-0.000000354836704,0.8641,0.9
0.8642,-0.000000354101216,0.8642,0.9
0.8643,-0.000000353365053,0.8643,0.9
0.8644,-0.000000352628136,0.8644,0.9
0.8645,-0.000000351890421,0.8645,0.9
0.8646,-0.000000351151996,0.8646,0.9
0.8647,-0.000000350412824,0.8647,0.9
0.8648,-0.000000349672865,0.8648,0.9
0.8649,-0.000000348932208,0.8649,0.9
0.865,-0.000000348190863,0.865,0.9
0.8651,-0.000000347448687,0.8651,0.9
0.8652,-0.00000034670601,0.8652,0.9
0.8653,-0.000000345962299,0.8653,0.9
0.8654,-0.000000345218059,0.8654,0.9
0.8655,-0.00000034447287,0.8655,0.9
0.8656,-0.000000343727105,0.8656,0.9
0.8657,-0.000000342980591,0.8657,0.9
0.8658,-0.000000342233424,0.8658,0.9
0.8659,-0.000000341485398,0.8659,0.9
0.866,-0.000000340736651,0.866,0.9
0.8661,-0.000000339987226,0.8661,0.9
0.8662,-0.000000339237086,0.8662,0.9
0.8663,-0.000000338486226,0.8663,0.9
0.8664,-0.000000337734722,0.8664,0.9
0.8665,-0.000000336982357,0.8665,0.9
0.8666,-0.000000336229235,0.8666,0.9
0.8667,-0.000000335475518,0.8667,0.9
0.8668,-0.000000334721001,0.8668,0.9
0.8669,-0.000000333965875,0.8669,0.9
0.867,-0.000000333209938,0.867,0.9
0.8671,-0.000000332453299,0.8671,0.9
0.8672,-0.000000331695979,0.8672,0.9
0.8673,-0.000000330937914,0.8673,0.9
0.8674,-0.000000330179159,0.8674,0.9
0.8675,-0.000000329419723,0.8675,0.9
0.8676,-0.000000328659558,0.8676,0.9
0.8677,-0.000000327898697,0.8677,0.9
0.8678,-0.000000327137089,0.8678,0.9
0.8679,-0.000000326374836,0.8679,0.9
0.868,-0.00000032561193,0.868,0.9
0.8681,-0.000000324848186,0.8681,0.9
0.8682,-0.000000324083853,0.8682,0.9
0.8683,-0.000000323318726,0.8683,0.9
0.8684,-0.000000322552973,0.8684,0.9
0.8685,-0.000000321786539,0.8685,0.9
0.8686,-0.00000032101943,0.8686,0.9
0.8687,-0.000000320251463,0.8687,0.9
0.8688,-0.000000319482943,0.8688,0.9
0.8689,-0.000000318713697,0.8689,0.9
0.869,-0.000000317943874,0.869,0.9
0.8691,-0.00000031717318,0.8691,0.9
0.8692,-0.000000316401859,0.8692,0.9
0.8693,-0.000000315629977,0.8693,0.9
0.8694,-0.000000314857241,0.8694,0.9
0.8695,-0.000000314083952,0.8695,0.9
0.8696,-0.000000313309961,0.8696,0.9
0.8697,-0.00000031253516,0.8697,0.9
0.8698,-0.000000311759836,0.8698,0.9
0.8699,-0.000000310983765,0.8699,0.9
0.87,-0.000000310207081,0.87,0.9
0.8701,-0.000000309429684,0.8701,0.9
0.8702,-0.000000308651629,0.8702,0.9
0.8703,-0.000000307872902,0.8703,0.9
0.8704,-0.000000307093561,0.8704,0.9
0.8705,-0.000000306313405,0.8705,0.9
0.8706,-0.000000305532714,0.8706,0.9
0.8707,-0.00000030475128,0.8707,0.9
0.8708,-0.00000030396923,0.8708,0.9
0.8709,-0.000000303186544,0.8709,0.9
0.871,-0.000000302403231,0.871,0.9
0.8711,-0.000000301619158,0.8711,0.9
0.8712,-0.000000300834399,0.8712,0.9
0.8713,-0.000000300049047,0.8713,0.9
0.8714,-0.000000299262997,0.8714,0.9
0.8715,-0.000000298476499,0.8715,0.9
0.8716,-0.000000297689176,0.8716,0.9
0.8717,-0.000000296901153,0.8717,0.9
0.8718,-0.000000296112569,0.8718,0.9
0.8719,-0.000000295323325,0.8719,0.9
0.872,-0.000000294533482,0.872,0.9
0.8721,-0.000000293742994,0.8721,0.9
0.8722,-0.000000292951832,0.8722,0.9
0.8723,-0.000000292159982,0.8723,0.9
0.8724,-0.00000029136752,0.8724,0.9
0.8725,-0.000000290574375,0.8725,0.9
0.8726,-0.000000289780701,0.8726,0.9
0.8727,-0.000000288986358,0.8727,0.9
0.8728,-0.000000288191416,0.8728,0.9
0.8729,-0.000000287395792,0.8729,0.9
0.873,-0.000000286599565,0.873,0.9
0.8731,-0.000000285802676,0.8731,0.9
0.8732,-0.000000285005276,0.8732,0.9
0.8733,-0.000000284207097,0.8733,0.9
0.8734,-0.000000283408415,0.8734,0.9
0.8735,-0.000000282609047,0.8735,0.9
0.8736,-0.000000281809166,0.8736,0.9
0.8737,-0.000000281008482,0.8737,0.9
0.8738,-0.000000280207377,0.8738,0.9
0.8739,-0.000000279405507,0.8739,0.9
0.874,-0.000000278603085,0.874,0.9
0.8741,-0.000000277800115,0.8741,0.9
0.8742,-0.000000276996424,0.8742,0.9
0.8743,-0.000000276192237,0.8743,0.9
0.8744,-0.000000275387354,0.8744,0.9
0.8745,-0.000000274581916,0.8745,0.9
0.8746,-0.000000273775829,0.8746,0.9
0.8747,-0.000000272969251,0.8747,0.9
0.8748,-0.000000272161984,0.8748,0.9
0.8749,-0.000000271354178,0.8749,0.9
0.875,-0.000000270545682,0.875,0.9
0.8751,-0.000000269736621,0.8751,0.9
0.8752,-0.000000268927083,0.8752,0.9
0.8753,-0.000000268116814,0.8753,0.9
0.8754,-0.00000026730611,0.8754,0.9
0.8755,-0.000000266494684,0.8755,0.9
0.8756,-0.000000265682715,0.8756,0.9
0.8757,-0.000000264870158,0.8757,0.9
0.8758,-0.000000264057073,0.8758,0.9
0.8759,-0.000000263243338,0.8759,0.9
0.876,-0.000000262429081,0.876,0.9
0.8761,-0.0000002616143,0.8761,0.9
0.8762,-0.000000260798828,0.8762,0.9
0.8763,-0.000000259982837,0.8763,0.9
0.8764,-0.000000259166203,0.8764,0.9
0.8765,-0.000000258349145,0.8765,0.9
0.8766,-0.000000257531513,0.8766,0.9
0.8767,-0.000000256713115,0.8767,0.9
0.8768,-0.000000255894328,0.8768,0.9
0.8769,-0.00000025507496,0.8769,0.9
0.877,-0.000000254255022,0.877,0.9
0.8771,-0.000000253434489,0.8771,0.9
0.8772,-0.000000252613495,0.8772,0.9
0.8773,-0.000000251791972,0.8773,0.9
0.8774,-0.000000250969702,0.8774,0.9
0.8775,-0.000000250147,0.8775,0.9
0.8776,-0.000000249323849,0.8776,0.9
0.8777,-0.000000248499997,0.8777,0.9
0.8778,-0.000000247675697,0.8778,0.9
0.8779,-0.000000246850888,0.8779,0.9
0.878,-0.000000246025365,0.878,0.9
0.8781,-0.000000245199441,0.8781,0.9
0.8782,-0.000000244373011,0.8782,0.9
0.8783,-0.00000024354596,0.8783,0.9
0.8784,-0.000000242718416,0.8784,0.9
0.8785,-0.000000241890287,0.8785,0.9
0.8786,-0.000000241061752,0.8786,0.9
0.8787,-0.000000240232612,0.8787,0.9
0.8788,-0.000000239402965,0.8788,0.9
0.8789,-0.000000238572705,0.8789,0.9
0.879,-0.00000023774202,0.879,0.9
0.8791,-0.000000236910799,0.8791,0.9
0.8792,-0.000000236079112,0.8792,0.9
0.8793,-0.000000235246823,0.8793,0.9
0.8794,-0.00000023441406,0.8794,0.9
0.8795,-0.000000233580822,0.8795,0.9
0.8796,-0.000000232746968,0.8796,0.9
0.8797,-0.000000231912752,0.8797,0.9
0.8798,-0.000000231077918,0.8798,0.9
0.8799,-0.000000230242721,0.8799,0.9
0.88,-0.000000229406826,0.88,0.9
0.8801,-0.000000228570583,0.8801,0.9
0.8802,-0.000000227733892,0.8802,0.9
0.8803,-0.000000226896502,0.8803,0.9
0.8804,-0.000000226058766,0.8804,0.9
0.8805,-0.00000022522047,0.8805,0.9
0.8806,-0.000000224381759,0.8806,0.9
0.8807,-0.00000022354252,0.8807,0.9
0.8808,-0.000000222702838,0.8808,0.9
0.8809,-0.000000221862578,0.8809,0.9
0.881,-0.000000221021971,0.881,0.9
0.8811,-0.000000220180837,0.8811,0.9
0.8812,-0.00000021933916,0.8812,0.9
0.8813,-0.000000218497016,0.8813,0.9
0.8814,-0.000000217654399,0.8814,0.9
0.8815,-0.000000216811378,0.8815,0.9
0.8816,-0.000000215967887,0.8816,0.9
0.8817,-0.000000215123954,0.8817,0.9
0.8818,-0.000000214279586,0.8818,0.9
0.8819,-0.000000213434593,0.8819,0.9
0.882,-0.000000212589118,0.882,0.9
0.8821,-0.000000211743393,0.8821,0.9
0.8822,-0.000000210897127,0.8822,0.9
0.8823,-0.000000210050315,0.8823,0.9
0.8824,-0.000000209203236,0.8824,0.9
0.8825,-0.000000208355583,0.8825,0.9
0.8826,-0.000000207507513,0.8826,0.9
0.8827,-0.000000206659005,0.8827,0.9
0.8828,-0.000000205810091,0.8828,0.9
0.8829,-0.000000204960662,0.8829,0.9
0.883,-0.000000204110792,0.883,0.9
0.8831,-0.000000203260614,0.8831,0.9
0.8832,-0.000000202409819,0.8832,0.9
0.8833,-0.000000201558748,0.8833,0.9
